name,bus0,bus1,c_nfkm,,frequency,from_relation,i_th_max_a,length,length_m,num_parallel,operator,osm_name,r_ohmkm,ref,s_nom,type,voltage,wires,wkt_srid_4326,x_ohmkm
14,13,15,6.85,3,50,112804,1.3,44.371,44371,0.5,transpower,Oba-Oh,0.05,462,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.8681562938884 48.2068029185353)",0.5
15,14,15_220kV,23,6,50,112810,2.6,5.432,5432,2,,Nfi-Oh,0.04,286;287,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(11.8132328973194 48.2212664654998,11.8681562938884 48.2068029185353)",0.16
16,13_220kV,19,23,6,50,114252,2.6,30.996,30996,2,TenneT,OBR-OBA,0.04,269;270,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.2939727001158 48.0520427719624)",0.16
17,20,21,6.85,3,50,114696,1.3,31.287,31287,0.5,50Hertz,Hamburg/Ost - Hamburg/Nord,0.05,A,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,10.1575015165126 53.5551316685834)",0.5
18,20,22,13.7,3,50,114718,2.6,57.378,57378,1,50Hertz,Brunsbüttel - Hamburg/Nord,0.025,G,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,9.20210420095253 53.8951574100045)",0.25
19,20_220kV,23,0.0115,3,50,114723,1.3,3.313,3313,1,,UW HH-Nord - UW Ulzburg,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,9.98853660865951 53.766277668594)",0.32
20,23,24_220kV,0.00575,6,50,114724,0.65,62.919,62919,2,TenneT,UW Hamburg Nord - UW Audorf,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.98853660865951 53.766277668594,9.72699196993402 54.2914209867842)",0.16
21,25,26,0.0137,6,50,114738,0.26,8.193,8193,1,TenneT,308 AKW Brokdorf - UW Wilster,0.025,308,1711.266198,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.34476098807139 53.9218370583068,9.34400177215961 53.8517774635399)",0.25
22,25,22,0.0274,3,50,114742,0.52,10.275,10275,0.5,TenneT,309 AKW Brunsbüttel - UW Wilster,0.05,309,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.34476098807139 53.9218370583068,9.20210420095253 53.8951574100045)",0.5
23,23,27,0.0115,3,50,114747,1.3,41.954,41954,1,TenneT,AKW Stade - UW Hamburg Nord,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.98853660865951 53.766277668594,9.52960512906833 53.6189906941937)",0.32
24,28,23,0.0115,3,50,114752,1.3,19.423,19423,1,TenneT,UW Kummerfeld - UW Hamburg Nord,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.77654483874895 53.6906352606291,9.98853660865951 53.766277668594)",0.32
25,8,21,0.0274,3,50,114782,0.52,28.576,28576,0.5,50Hertz,991;992,0.05,991;992,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(10.4149923381504 53.4126068830249,10.1575015165126 53.5551316685834)",0.5
26,9,29,0.0137,3,50,114789,0.26,25.571,25571,1,TenneT,3021 Lüneburg - Stadorf,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(10.3787705903765 53.2197927685849,10.3821666628198 52.9932540372914)",0.25
27,30,25,0.0274,3,50,114795,0.52,57.641,57641,0.5,TenneT,307 UW Wilster - UW Dollern,0.05,307,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.34476098807139 53.9218370583068)",0.5
28,31,32,10.275,3,50,129420,1.95,129.863,129863,0.75,50Hertz,449 Mecklar - Vieselbach,0.033333,449,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,11.1228545605428 50.9989090670144)",0.333333
29,32,33,10.275,3,50,129422,1.95,72.614,72614,0.75,50Hertz,454 Eisenach - Vieselbach,0.033333,454,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(11.1228545605428 50.9989090670144,10.3859411643633 51.0018133014781)",0.333333
30,34,35,11.5,3,50,138889,1.3,5.845,5845,1,TenneT,209 weiß,0.08,209,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.08565059715704 53.605834192587)",0.32
31,35,36,11.5,3,50,138892,1.3,2.65,2650,1,TenneT,211 rot,0.08,211,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.08565059715704 53.605834192587,8.06005695814032 53.6202025750861)",0.32
32,2_220kV,6,11.5,3,50,142684,1.3,74.645,74645,1,TenneT,Leitung 2008,0.08,2008,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.11321007472722 52.5438533223737,9.91814864613865 52.3799963125719)",0.32
33,37,10,10.275,3,50,145483,1.95,104.169,104169,0.75,50Hertz,494,0.033333,494,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,12.9416466019288 52.5621144045848)",0.333333
34,10,38,10.275,3,50,145484,1.95,29.669,29669,0.75,50Hertz,498,0.033333,498,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.2115276454389 52.5806278102291)",0.333333
35,37,38,20.55,6,50,145485,3.9,124.574,124574,1.5,50Hertz,493,0.016667,493,2566.899297,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,13.2115276454389 52.5806278102291)",0.166667
36,39,40,10.275,3,50,145508,1.95,195.877,195877,0.75,50Hertz,513,0.033333,513,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(11.7273534150745 52.5689469938591,13.1433929102518 53.9081469774219)",0.333333
37,39,41,10.275,3,50,145509,1.95,75.667,75667,0.75,50Hertz,516,0.033333,516,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(11.7273534150745 52.5689469938591,11.8531057080136 53.0865444750041)",0.333333
38,42,41,10.275,3,50,145510,1.95,134.922,134922,0.75,50Hertz,514,0.033333,514,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,11.8531057080136 53.0865444750041)",0.333333
39,18,42,10.275,3,50,145513,1.95,149.01,149010,0.75,50Hertz,512,0.033333,512,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(13.6834769666546 54.1390906406635,12.1869848227216 53.8157751724384)",0.333333
40,10_220kV,43,11.5,3,50,240489,1.3,55.092,55092,1,50Hertz,319,0.08,319,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,12.4993659669539 52.4052284251973)",0.32
41,10_220kV,43,11.5,3,50,240490,1.3,55.03,55030,1,50Hertz,324,0.08,324,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,12.4993659669539 52.4052284251973)",0.32
42,44,45,11.5,3,50,241440,1.3,38.755,38755,1,50Hertz,291,0.08,291,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(13.5061534469385 52.473822309174,13.3057532949594 52.2307818451873)",0.32
43,44,46_220kV,11.5,3,50,241442,1.3,9.168,9168,1,50Hertz,301 Wuhlheide - Marzahn,0.08,301,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(13.5061534469385 52.473822309174,13.5241987309997 52.5356342713481)",0.32
44,46,12,13.7,3,50,252583,2.6,17.01,17010,1,50Hertz,495,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.7096697058228 52.5397952580643)",0.25
45,46,12,13.7,3,50,252584,2.6,17.029,17029,1,50Hertz,496,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.7096697058228 52.5397952580643)",0.25
46,47,48,3.425,3,50,252589,0.65,7.717,7717,0.25,Vattenfall_Europe_Berlin,836 (BIN-FRH),0.1,,427.8165495,Al/St 240/40 4-bundle 380.0,380000,1,"SRID=4326;LINESTRING(13.4564306927748 52.5214517451981,13.5370442127043 52.5374565238016)",1
47,49,50,0.0274,3,50,3883857,0.52,5.531,5531,0.5,,,0.05,3845,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(10.99933301239 52.2001419745622,10.9772332275028 52.1694333176707)",0.5
48,31,33,10.275,3,50,270536,1.95,58.378,58378,0.75,50Hertz,450 Mecklar - Eisenach,0.033333,450,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,10.3859411643633 51.0018133014781)",0.333333
49,31,51,27.4,6,50,270963,5.2,40.647,40647,2,TenneT,3009 Borken - Mecklar,0.0125,3009,3422.532396,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,9.25938382024592 51.0603668474477)",0.125
50,52,53,13.7,3,50,272103,2.6,120.968,120968,1,EnBW,Daxlanden - Eichstetten,0.025,7510,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,7.75349546540486 48.0993557006259)",0.25
51,52,54,10.275,3,50,272126,1.95,32.978,32978,0.75,EnBW,Daxlanden - Philippsburg,0.033333,7520,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.43846751211921 49.2524597288652)",0.333333
52,52_220kV,55,23,3,50,272681,2.6,38.219,38219,2,EnBW,Altlußheim - Daxlanden,0.04,5100,990.7330619,Al/St 240/40 2-bundle 220.0,220000,4,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.51211132935593 49.293965649573)",0.16
53,52_220kV,56_220kV,11.5,3,50,272682,1.3,66.788,66788,1,EnBW,Daxlanden - Neurott,0.08,5100,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.62320967451897 49.3565822492832)",0.32
54,57,52_220kV,23,3,50,272728,2.6,14.179,14179,2,EnBW,Seehof (220 kV Daxlanden-Oberwald),0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,4,"SRID=4326;LINESTRING(8.44554248929306 48.9860881753906,8.3133401659254 49.0090434643525)",0.16
55,57,58,11.5,3,50,272729,1.3,21.835,21835,1,EnBW,Edelberg (220 kV Oberwald - Birkenfeld),0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.44554248929306 48.9860881753906,8.64158406338239 48.8900524832355)",0.32
56,58,52_220kV,11.5,3,50,272732,1.3,29.944,29944,1,EnBW,Pfinztal (220 kV Daxlanden-Birkenfeld),0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.64158406338239 48.8900524832355,8.3133401659254 49.0090434643525)",0.32
57,59,60,6.85,3,50,289000,1.3,56.049,56049,0.5,TenneT,307,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(8.56374399744213 53.0317215835514,8.47470704898602 53.4286511943138)",0.5
58,61_220kV,62,5.75,3,50,300029,0.65,38.653,38653,0.5,TenneT,2144,0.16,,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(8.51888180951659 53.2026352836834,8.82002487241632 53.1073882918815)",0.64
59,30,61,6.85,3,50,309969,1.3,90.79,90790,0.5,TenneT,Dollern-(Niedervieland/Unterweser)-Alfstedt,0.05,3103,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,8.51888180951659 53.2026352836834)",0.5
60,63,52_220kV,11.5,3,50,339243,1.3,41.529,41529,1,EnBW,Bühl - Daxlanden,0.08,BUEHL-DAXLA,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.12076909802284 48.7048354259965,8.3133401659254 49.0090434643525)",0.32
61,13,64,13.7,3,50,377770,2.6,17.129,17129,1,Stadtwerke München,Oberbachern - Menzing,0.025,439;440,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.4407746483177 48.1718035473026)",0.25
62,65,66,10.275,3,50,395087,1.95,163.671,163671,0.75,CEPS;TenneT TSO GmbH,Etzenricht - Hradec,0.033333,441,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(13.3264049984725 50.3463721850552,12.1147644054101 49.6311550521523)",0.333333
63,59,67,6.85,3,50,445559,1.3,14.983,14983,0.5,TenneT,303/307,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(8.56374399744213 53.0317215835514,8.69516075602312 53.0925360847799)",0.5
64,61,67,6.85,3,50,445560,1.3,37.346,37346,0.5,TenneT,307;303,0.05,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(8.51888180951659 53.2026352836834,8.69516075602312 53.0925360847799)",0.5
65,68,69,13.7,3,50,576361,2.6,64.4,64400,1,Amprion,Ried Ost,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.41937105938048 49.6337356823792)",0.25
66,70,69,13.7,3,50,576364,2.6,55.596,55596,1,Amprion,Ried West,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.38855636787547 49.9823050841271,8.41937105938048 49.6337356823792)",0.25
67,71,72,13.7,3,50,902595,2.6,51.283,51283,1,50Hertz,504,0.025,504,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(12.2621734868101 51.7410202755519,11.8942661378135 51.4057031412478)",0.25
68,73,74,10.275,3,50,902597,1.95,54.278,54278,0.75,50Hertz,501,0.033333,501,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(13.1570904871893 51.8284516615019,13.9024346886892 51.8747235190459)",0.333333
69,37,75,10.275,3,50,904158,1.95,118.953,118953,0.75,50Hertz,536 Klostermansfeld - Wolmirstedt,0.033333,536,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.5165549672107 51.5843592098734)",0.333333
70,72,75,13.7,3,50,904159,2.6,38.634,38634,1,50Hertz,538 Lauchstädt - Klostermansfeld,0.025,538,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(11.8942661378135 51.4057031412478,11.5165549672107 51.5843592098734)",0.25
71,37,72,10.275,3,50,904160,1.95,156.914,156914,0.75,50Hertz,535 Lauchstädt - Wolmirstedt,0.033333,535,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.8942661378135 51.4057031412478)",0.333333
72,76,77,13.7,3,50,906772,2.6,54.107,54107,1,TenneT,Leitung 3016,0.025,3016,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.70221844882815 51.7363525828065,8.99279240395088 51.343009397907)",0.25
73,76,77,13.7,3,50,906773,2.6,54.107,54107,1,TenneT,Leitung 3014,0.025,3014,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.70221844882815 51.7363525828065,8.99279240395088 51.343009397907)",0.25
74,77,51,13.7,3,50,906782,2.6,41.955,41955,1,TenneT,Leitung 3212,0.025,3012,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,9.25938382024592 51.0603668474477)",0.25
75,77,51,13.7,3,50,906784,2.6,41.955,41955,1,TenneT,Leitung 3213,0.025,3013,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,9.25938382024592 51.0603668474477)",0.25
76,73,72,10.275,3,50,907513,1.95,110.358,110358,0.75,50Hertz,503,0.033333,503,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(13.1570904871893 51.8284516615019,11.8942661378135 51.4057031412478)",0.333333
77,18,40,10.275,3,50,912407,1.95,56.436,56436,0.75,50Hertz,509,0.033333,509,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(13.6834769666546 54.1390906406635,13.1433929102518 53.9081469774219)",0.333333
78,10_220kV,45,17.25,3,50,918562,1.95,70.037,70037,1.5,50Hertz,526,0.053333,526,743.0497964,Al/St 240/40 2-bundle 220.0,220000,3,"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.3057532949594 52.2307818451873)",0.213333
79,10,74,10.275,3,50,918563,1.95,130.685,130685,0.75,50Hertz,521,0.033333,521,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.9024346886892 51.8747235190459)",0.333333
80,45,74_220kV,5.75,3,50,918564,0.65,62.038,62038,0.5,50Hertz,522,0.16,522,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(13.3057532949594 52.2307818451873,13.9024346886892 51.8747235190459)",0.64
81,78,32,13.7,3,50,918567,2.6,77.738,77738,1,50Hertz,416,0.025,416,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(11.6463786274424 50.534876971042,11.1228545605428 50.9989090670144)",0.25
82,79,80,0.0274,3,50,919059,0.52,22.016,22016,0.5,50Hertz,566,0.05,566,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(14.4719654742998 51.5538127185923,14.5081091811329 51.4137103812427)",0.5
83,79,80,0.0274,3,50,919060,0.52,21.999,21999,0.5,50Hertz,565,0.05,565,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(14.4719654742998 51.5538127185923,14.5081091811329 51.4137103812427)",0.5
84,81,79,0.0274,3,50,919119,0.52,62.18,62180,0.5,50Hertz,542,0.05,542,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,14.4719654742998 51.5538127185923)",0.5
85,81,79,0.0274,3,50,919121,0.52,62.195,62195,0.5,50Hertz,541,0.05,541,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,14.4719654742998 51.5538127185923)",0.5
86,34,82,11.5,3,50,941141,1.3,2.344,2344,1,,300 Wilhelmshaven - Maade,0.08,300,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.14191382633093 53.5640011680095)",0.32
87,83,84,11.5,3,50,943999,1.3,13.652,13652,1,TenneT,211,0.08,211,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(10.1562824575947 54.2755482549913,10.1773541034729 54.3395212638642)",0.32
88,83,24_220kV,5.75,3,50,945143,0.65,31.608,31608,0.5,TenneT,207,0.16,207,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(10.1562824575947 54.2755482549913,9.72699196993402 54.2914209867842)",0.64
89,85,86,13.7,3,50,962084,2.6,46.344,46344,1,Amprion,Gronau West,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.03496796515083 52.2028607381056,7.30820430094578 52.4768353862806)",0.25
90,87,86,13.7,3,50,962095,2.6,110.031,110031,1,Amprion,Münsterland,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.06030699176008 51.6964760130648,7.30820430094578 52.4768353862806)",0.25
91,88,89,11.5,3,50,1190715,1.3,5.752,5752,1,Amprion,Stratum West,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.6746753206169 51.3249574728255,6.72376714521247 51.3556543809247)",0.32
92,90,86,13.7,3,50,962096,2.6,69.877,69877,1,Amprion,Roxel Ost,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.54571772261949 51.9703244223875,7.30820430094578 52.4768353862806)",0.25
93,91,86,13.7,3,50,962108,2.6,1.071,1071,1,Amprion,Emsland-D0,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.30561448538174 52.4801491895706,7.30820430094578 52.4768353862806)",0.25
94,86,92,13.7,3,50,962109,2.6,1.07,1070,1,Amprion,Emsland-D2,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.30433875539085 52.4824259958004)",0.25
95,91,86,13.7,3,50,962110,2.6,1.07,1070,1,Amprion,Emsland-D1,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.30561448538174 52.4801491895706,7.30820430094578 52.4768353862806)",0.25
96,86,93,13.7,3,50,962120,2.6,47.087,47087,1,Amprion,Meppen,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.27715391322869 52.7532425946802)",0.25
97,94,86,13.7,3,50,962121,2.6,74.417,74417,1,Amprion,Niedersachsen Süd,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.30775689679575 52.3456356447783,7.30820430094578 52.4768353862806)",0.25
98,86,95,13.7,3,50,962122,2.6,60.192,60192,1,Amprion,Bramgau,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.88957671235007 52.2773967624078)",0.25
99,86_220kV,96_220kV,11.5,3,50,962172,1.3,1.321,1321,1,Amprion,Benteler,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.31784994377907 52.4691114902799)",0.32
100,97,66,0.0274,3,50,965662,0.52,110.113,110113,0.5,ČEPS,Etzenricht - Přeštice,0.05,442,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(13.3352803846608 49.5896898612644,12.1147644054101 49.6311550521523)",0.5
101,42,98,13.7,3,50,1000670,2.6,35.731,35731,1,50Hertz,544,0.025,544,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,12.2147735096776 54.1003234403618)",0.25
102,99,100,13.7,3,50,1020855,2.6,94.562,94562,1,Amprion,Uchtelfangen West,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.99647659179489 49.3754093063084,6.47473977006816 49.9224692993999)",0.25
103,42,98,13.7,3,50,1021991,2.6,35.716,35716,1,50Hertz,543,0.025,543,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,12.2147735096776 54.1003234403618)",0.25
104,42,101,13.7,3,50,1022003,2.6,47.163,47163,1,50Hertz,424,0.025,424,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,11.6993926965362 53.5722744892702)",0.25
105,102,42,13.7,3,50,1022004,2.6,71.64,71640,1,50Hertz,423,0.025,423,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(11.3706373688866 53.6009910848999,12.1869848227216 53.8157751724384)",0.25
106,103,87,13.7,3,50,1082800,2.6,40.854,40854,1,Amprion,Kusenhorst,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.94821343461115 51.4445789430072,7.06030699176008 51.6964760130648)",0.25
107,104,103,13.7,3,50,1082801,2.6,16.665,16665,1,Amprion,Büscherhof West,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.92675896360373 51.4992056838496,6.94821343461115 51.4445789430072)",0.25
108,105,87,13.7,3,50,1082805,2.6,37.005,37005,1,Amprion,Lippe Nord,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.68078798893986 51.6462959356851,7.06030699176008 51.6964760130648)",0.25
109,106,107,10.275,3,50,1082806,1.95,24.754,24754,0.75,Amprion,Weitmar West,0.033333,,1283.449648,Al/St 240/40 4-bundle 380.0,380000,3,"SRID=4326;LINESTRING(7.16721460965932 51.3899067582106,7.1255729106725 51.4489772588145)",0.333333
110,108,107,13.7,3,50,1082807,2.6,14.687,14687,1,Amprion,Eiberg Nord,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.99606888010598 51.5141695891404,7.1255729106725 51.4489772588145)",0.25
111,109,106,13.7,3,50,1082808,2.6,17.504,17504,1,Amprion,Kemnade Süd,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.31318284290137 51.4466113896128,7.16721460965932 51.3899067582106)",0.25
112,110,111,13.7,3,50,1082809,2.6,114.491,114491,1,Amprion,Sauerland Nord,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,8.62480052815036 51.4278883849265)",0.25
113,87,112,13.7,3,50,1082810,2.6,35.441,35441,1,Amprion,Recklinghausen,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.06030699176008 51.6964760130648,7.35311186939787 51.5758105020818)",0.25
114,113,87,13.7,3,50,1082811,2.6,22.998,22998,1,Amprion,Westfalen West,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.12323882950453 51.5256121803004,7.06030699176008 51.6964760130648)",0.25
